Data from original supplementary file					
ensembl	geneSymbol	log2FC	FDR	fpkm.sum	type
ENSMUST00000032127	Gkn3	1.449249403	1.57E-13	7.8081321474	UP
ENSMUST00000035269	Pygm	0.9928157215	1.72E-13	40.7029036827	UP
ENSMUST00000027009	Casp12	0.9639524122	2.09E-13	50.9849653045	UP
ENSMUST00000057927	Rasip1	1.1877758691	2.09E-13	4.8073248408	UP
ENSMUST00000025239,ENSMUST00000091967	Bin1	-1.125442148	2.22E-13	9.078407225	DN
ENSMUST00000110815,ENSMUST00000016638	Cd34	-0.9617801604	3.66E-13	162.4492920015	DN
ENSMUST00000160197	Exoc6b	0.948000441	3.80E-13	46.1830933924	UP
ENSMUST00000080208	Epb4.1l3	-1.1478034175	3.84E-13	3.8727317922	DN
ENSMUST00000094469	Selm	1.0206210277	4.18E-13	44.9769319493	UP
ENSMUST00000034745	Myo1e	1.0820410942	4.25E-13	6.6497152156	UP
ENSMUST00000035724	Akna	-0.9504938449	4.58E-13	13.1954887218	DN
ENSMUST00000167487,ENSMUST00000172302	Vldlr	0.9640839992	4.91E-13	18.1686572566	UP
ENSMUST00000150384	A230065H16Rik	2.1229489446	5.21E-13	3.7059724349	UP
ENSMUST00000015791	Lama5	1.0663382371	5.21E-13	6.7083738615	UP
ENSMUST00000151280	Ptplad2	0.9202928442	5.92E-13	112.0268972142	UP
ENSMUST00000080560	Sema3f	1.2846297947	6.03E-13	3.2281481481	UP
ENSMUST00000095923	Rnase6	-1.087881456	6.71E-13	26.7446211413	DN
ENSMUST00000017153	Sdc4	1.0212651794	6.74E-13	13.0020366599	UP
ENSMUST00000049149	Lrp1	-1.059378709	7.02E-13	1.5247939468	DN
ENSMUST00000163448,ENSMUST00000105287	Dcn	-1.7698114126	7.87E-13	1.9590361446	DN
ENSMUST00000169819	Clnk	-1.3561673496	8.27E-13	4.6227621483	DN
ENSMUST00000174771	Gm8909	1.4306277647	1.01E-12	3.9918458117	UP
ENSMUST00000040655	H2-Aa	0.8853464032	1.05E-12	189.9295112782	UP
ENSMUST00000071442	Npdc1	0.9563396731	1.18E-12	66.5983606557	UP
ENSMUST00000006742	Atp7b	-1.1457532625	1.50E-12	2.7196162047	DN
ENSMUST00000002765	Prkd1	1.4657424289	1.55E-12	1.3877062267	UP
ENSMUST00000096357	Ncf4	-1.2107141787	1.61E-12	9.4563711911	DN
ENSMUST00000059562	Lhfp	1.1843518095	1.90E-12	6.1007194245	UP
ENSMUST00000023832	Rgn	2.0328973727	2.22E-12	1.6113592853	UP
ENSMUST00000038775	Ndn	0.9668715712	2.59E-12	46.8424242424	UP
ENSMUST00000046091	Elane	-1.0342560006	2.66E-12	109.1584699454	DN
ENSMUST00000034087	Snx20	-1.1108543858	2.70E-12	11.6538461538	DN
ENSMUST00000099172,ENSMUST00000169813	Kif5a	1.2493568463	2.79E-12	2.0603411208	UP
	Gm13546	1.9008297536	2.90E-12	2.8705533597	UP
ENSMUST00000001008	Ccl3	-1.6133780465	2.92E-12	4.9555273189	DN
ENSMUST00000060225	Gpr4	1.2095410249	2.92E-12	3.7248438584	UP
ENSMUST00000046177	Nfkbid	-1.0575500245	3.04E-12	10.7578789395	DN
ENSMUST00000063761	Cpt1c	1.2359326298	3.21E-12	4.4648648649	UP
ENSMUST00000027137	Slc40a1	-1.0309866757	3.43E-12	8.6120996441	DN
ENSMUST00000050325	H2-Eb2	1.6628118341	3.45E-12	1.0118518519	UP
ENSMUST00000163734,ENSMUST00000036127,ENSMUST00000173859	Hsf4	1.7438611277	4.01E-12	2.224137931	UP
ENSMUST00000009522	Slc16a12	0.9605948825	4.30E-12	10.1475537147	UP
ENSMUST00000033898	Col4a1	-0.9001814276	4.62E-12	20.5439585555	DN
ENSMUST00000026171	Rab40b	1.1028310569	4.71E-12	8.3754706832	UP
ENSMUST00000027871,ENSMUST00000097491	Sell	-1.0123796299	5.05E-12	23.5272491349	DN
ENSMUST00000039247	Dsc2	1.2371619786	5.27E-12	2.1800409184	UP
ENSMUST00000023629	Pros1	0.9351413815	5.31E-12	19.287250384	UP
ENSMUST00000060524	Trim10	-1.6225640869	5.65E-12	1.6554959786	DN
ENSMUST00000019071	Ccl6	-1.2494665922	5.66E-12	9.0642458101	DN
ENSMUST00000066537	Bclp2	1.2066189787	6.35E-12	8.6630794702	UP
ENSMUST00000037958	Arhgap29	0.9208746785	7.24E-12	22.5843694494	UP
ENSMUST00000033310	Mki67	-0.8270488338	7.30E-12	121.0441308021	DN
ENSMUST00000015998	Cd5l	-1.4149607837	7.34E-12	3.0920728705	DN
ENSMUST00000062254	Clec14a	1.0128383186	7.47E-12	4.940502424	UP
ENSMUST00000085909,ENSMUST00000034581,ENSMUST00000114547,ENSMUST00000114548	Cadm1	1.3302529945	8.08E-12	1.4522394881	UP
ENSMUST00000079597	Paqr9	-1.3181174814	8.15E-12	2.8515625	DN
ENSMUST00000039612	Lonrf2	1.2507229334	8.38E-12	1.9186735097	UP
ENSMUST00000124226	Armcx4	-1.0167498445	8.67E-12	2.7562465297	DN
	Dnahc8	-0.8674372377	8.70E-12	9.2339544513	DN
ENSMUST00000030645	Cnksr1	1.9559763155	9.44E-12	1.0547833197	UP
ENSMUST00000038423	Rtp4	0.94405709	9.60E-12	36.4481222151	UP
ENSMUST00000043059	Sema7a	0.9369009648	1.03E-11	38.6047224778	UP
ENSMUST00000031005	Evc	0.9889027208	1.16E-11	12.0018643673	UP
ENSMUST00000058745	E2f8	-0.8785522245	1.21E-11	26.6843393148	DN
ENSMUST00000028179	Fcnb	-1.6108502722	1.26E-11	4.6628679962	DN
ENSMUST00000015594	Mcpt8	-1.0814656416	1.44E-11	21.8285371703	DN
ENSMUST00000036972	3632451O06Rik	1.4651257408	1.53E-11	1.897810219	UP
ENSMUST00000049449	Ptpn7	-0.8586084569	1.54E-11	85.7944068838	DN
ENSMUST00000023072	Parvb	-1.0321773337	1.76E-11	5.3873239437	DN
ENSMUST00000036116	Ttc9	2.0263112996	2.05E-11	1.125551741	UP
ENSMUST00000048309	Camsap2	-1.0775427156	2.05E-11	1.8926191697	DN
ENSMUST00000051704	Cit	-0.8728944997	2.13E-11	8.7436122062	DN
ENSMUST00000062821	Emid1	-0.9656152171	2.28E-11	18.8528481013	DN
ENSMUST00000091514	Srd5a1	0.9619061459	2.32E-11	12.6766917293	UP
ENSMUST00000024595	Slc22a3	-0.8814507551	2.49E-11	76.4994266055	DN
ENSMUST00000051097	Prss50	-1.5793215244	2.55E-11	2.4068965517	DN
ENSMUST00000031264	Plac8	-0.9939556936	2.87E-11	141.9102749638	DN
ENSMUST00000053202	Rhbdl2	1.8868386534	2.88E-11	2.3035566584	UP
ENSMUST00000100739,ENSMUST00000069955	Fam105a	-1.0601763198	3.30E-11	6.7865315463	DN
ENSMUST00000063956	Cd177	-1.3683553958	3.53E-11	3.0756395996	DN
ENSMUST00000047951	Fbxo2	1.6623667627	4.01E-11	2.6587947883	UP
ENSMUST00000113215	Sh3bgrl2	1.1313741866	4.48E-11	2.9791189931	UP
ENSMUST00000172762,ENSMUST00000173703	Serpinb10-ps	1.1001311752	4.97E-11	3.3946008041	UP
ENSMUST00000112640,ENSMUST00000112641	Steap3	-0.9187577203	4.97E-11	12.6041009464	DN
ENSMUST00000000687	Haao	-1.3711114955	5.39E-11	4.5057660626	DN
ENSMUST00000046383	Tnfsf10	0.8454744308	6.23E-11	54.8714314639	UP
ENSMUST00000050104	Gprc5a	1.2969898418	7.86E-11	2.9946782777	UP
ENSMUST00000103122	Tgm2	0.8634285744	7.95E-11	271.221719457	UP
ENSMUST00000065289	Clec12a	-1.0498850875	9.53E-11	10.6972021661	DN
ENSMUST00000021828	Nxnl2	1.3677634017	9.59E-11	5.0775193798	UP
ENSMUST00000163596	Kcnk6	0.9696577026	1.00E-10	6.4488497308	UP
ENSMUST00000001921	Cpa3	-1.024970567	1.10E-10	15.3328710125	DN
ENSMUST00000035977	5730590G19Rik	-0.8578649963	1.14E-10	10.2606635071	DN
ENSMUST00000015460	Slamf1	0.8808505947	1.21E-10	35.7720999627	UP
ENSMUST00000036928	Ephx1	0.9564721614	1.23E-10	17.0803140097	UP
ENSMUST00000024794	Tspo2	-1.4837102199	1.66E-10	4.8010752688	DN
ENSMUST00000039987	Tox	0.8589654164	1.96E-10	26.7340837144	UP
ENSMUST00000148885	2610307P16Rik	-1.0905685655	1.97E-10	4.1888396157	DN
ENSMUST00000144622,ENSMUST00000170680,ENSMUST00000154998,ENSMUST00000105617	Ipcef1	-1.0449369287	2.09E-10	2.2715119105	DN
ENSMUST00000171117	Tnip3	0.844721716	2.21E-10	31.3294336613	UP
ENSMUST00000069763	Lancl3	0.9207222615	2.61E-10	9.7330779055	UP
ENSMUST00000068150,ENSMUST00000103081	Adam11	-0.8208757719	2.81E-10	10.9200157604	DN
ENSMUST00000044668,ENSMUST00000165067	Acss3	1.3961103035	2.86E-10	1.5322319404	UP
	Lox	1.2637130991	2.90E-10	1.7208785099	UP
ENSMUST00000032194	Bhlhe40	0.885056699	3.12E-10	14.2857142857	UP
ENSMUST00000055087,ENSMUST00000120135	Syk	-0.800652547	3.35E-10	71.1318242344	DN
ENSMUST00000028045	Mrc1	-1.0810796808	3.57E-10	2.0735627837	DN
ENSMUST00000054491	Sox18	0.9981954132	3.70E-10	10.8070500928	UP
ENSMUST00000018315	Vmp1	0.8495553463	3.77E-10	80.246287577	UP
ENSMUST00000034746	Mns1	-0.846880195	4.20E-10	30.6844741235	DN
ENSMUST00000087256,ENSMUST00000159512,ENSMUST00000162349,ENSMUST00000162955,ENSMUST00000160870	Apbb2	1.0169434313	4.41E-10	2.6040462428	UP
ENSMUST00000154208,ENSMUST00000171001	Dhrs3	0.8906931543	4.49E-10	20.0558659218	UP
ENSMUST00000077946	Dock10	-0.8020626542	4.57E-10	28.0847247137	DN
ENSMUST00000003717	Abcb4	-0.8388170094	4.66E-10	17.2844082036	DN
ENSMUST00000125704	2010107G23Rik	1.2002370116	4.94E-10	4.0648523451	UP
ENSMUST00000023572,ENSMUST00000114229	Cxadr	1.2333175965	4.94E-10	1.104013104	UP
ENSMUST00000054034,ENSMUST00000071452	Polq	-0.8141664905	5.30E-10	6.7971133537	DN
ENSMUST00000052718	Kcna3	-0.8808238208	5.72E-10	16.975088968	DN
ENSMUST00000052837	AK037070	1.4195355418	6.04E-10	1.528709918	UP
ENSMUST00000134244,ENSMUST00000073043,ENSMUST00000112871,ENSMUST00000112866	Cxcl12	-0.8100114652	6.74E-10	9.3398071818	DN
ENSMUST00000025500	Slc27a6	0.821085415	7.00E-10	36.0452086553	UP
ENSMUST00000062893	Cenpe	-0.7660789116	7.78E-10	17.2344534569	DN
ENSMUST00000028081	Plxdc2	-0.8308902888	7.90E-10	24.9561266061	DN
ENSMUST00000172334,ENSMUST00000066068	Smagp	0.9808685765	8.02E-10	15.9254385965	UP
ENSMUST00000089688	Mmp14	0.8859125079	8.07E-10	22.3985311171	UP
ENSMUST00000027980	Mcm10	-0.8026681364	8.08E-10	18.8284398388	DN
ENSMUST00000026577	Eps8l2	0.923353091	8.52E-10	11.7739816032	UP
ENSMUST00000005829	Ampd3	0.8395825929	8.52E-10	22.9515851561	UP
ENSMUST00000001548	Itga3	0.9706879156	8.62E-10	4.6509218977	UP
ENSMUST00000109503	Nfam1	-0.8752477237	8.97E-10	24.2717035961	DN
	Ptprv	-0.8142633707	8.97E-10	4.8783515392	DN
ENSMUST00000034260	B3gnt3	1.0206579837	9.23E-10	6.3833333333	UP
ENSMUST00000036362,ENSMUST00000077636	Lat2	-0.9573832826	9.23E-10	13.237458194	DN
ENSMUST00000109605	Atf4	-0.8006052154	9.80E-10	126.0888501742	DN
ENSMUST00000167562,ENSMUST00000056365	Evc2	0.8852387723	9.80E-10	16.2918601809	UP
ENSMUST00000113462	Nrxn2	1.2471487453	9.81E-10	1.0690070815	UP
ENSMUST00000054294	Fzd1	1.1508237208	9.85E-10	1.9214073566	UP
ENSMUST00000005548	Hmox1	-0.895159172	1.13E-09	18.010821133	DN
ENSMUST00000120537	Bcl3	0.9135501932	1.14E-09	17.4315443593	UP
ENSMUST00000024757	Enpp4	0.7844703042	1.22E-09	40.8565780804	UP
ENSMUST00000059805	Slc35d3	-1.0600121879	1.22E-09	4.0102778835	DN
ENSMUST00000029140	Procr	0.8098871527	1.25E-09	125.87	UP
	Rps6ka6	0.8837204935	1.26E-09	6.8325950105	UP
ENSMUST00000015484	Cybb	-0.987678979	1.28E-09	10.3281282971	DN
ENSMUST00000133884	AK080222	1.4061786642	1.31E-09	4.8315217391	UP
ENSMUST00000040489	Trpm6	1.0867653491	1.34E-09	1.9312210201	UP
ENSMUST00000028175	Cytip	0.8084247749	1.39E-09	29.4595774402	UP
ENSMUST00000045921	Mfsd2b	-0.7985494266	1.40E-09	47.1488267438	DN
ENSMUST00000017188,ENSMUST00000167163,ENSMUST00000043552	Serpinb6a	0.8105280625	1.43E-09	51.2539936102	UP
ENSMUST00000105824	Sh2d5	-0.8299347855	1.52E-09	16.6134185304	DN
ENSMUST00000019064	Cxcl16	1.1204315292	1.68E-09	4.768726975	UP
ENSMUST00000029699,ENSMUST00000036252,ENSMUST00000120377	Lmna	-0.9156229034	1.77E-09	6.4272782136	DN
ENSMUST00000027279	Obfc2a	0.8449720229	1.77E-09	17.9060734463	UP
ENSMUST00000171862	0610007N19Rik	1.3487721471	1.83E-09	2.9203241053	UP
ENSMUST00000022182	F2rl2	-0.9881727906	1.85E-09	5.9849715678	DN
ENSMUST00000059305,ENSMUST00000098402	Snrpn	1.0723444626	1.98E-09	4.1339247993	UP
ENSMUST00000045503,ENSMUST00000103116	Ppp1r16b	0.8507491816	2.11E-09	13.2820948556	UP
	Ly6a	0.7731935768	2.11E-09	173.2949029126	UP
ENSMUST00000126093,ENSMUST00000032774,ENSMUST00000133710,ENSMUST00000107471	Ttc23	1.0016573045	2.19E-09	2.74200081	UP
ENSMUST00000000704	Hoxb6	1.1521796908	2.25E-09	7.8484848485	UP
ENSMUST00000166065	Gm973	-1.0144826718	2.37E-09	3.1678321678	DN
ENSMUST00000023538	Mylk	0.8195213143	2.57E-09	14.7319017616	UP
ENSMUST00000108298,ENSMUST00000108300	Ect2	-0.8480764752	2.67E-09	15.2333822092	DN
ENSMUST00000002495	Meis3	1.0488428857	2.75E-09	6.986417657	UP
ENSMUST00000029499	Slc6a17	1.1519265361	2.89E-09	1.1467598475	UP
ENSMUST00000018005	Mybl2	-0.8094738452	2.95E-09	11.5563991323	DN
ENSMUST00000041475	Myof	0.8117958018	2.95E-09	40.2087771623	UP
ENSMUST00000047753	Abcb1a	0.8962434727	2.98E-09	8.3430996161	UP
ENSMUST00000133646	Gm16897	-1.0234336837	3.12E-09	4.8169750603	DN
ENSMUST00000021918	Ror2	1.0370100102	3.43E-09	2.9272910881	UP
ENSMUST00000110525	Slc28a2	-0.8422597752	3.98E-09	12.5405405405	DN
ENSMUST00000003061	Bcam	0.8824043611	4.03E-09	12.1509197324	UP
ENSMUST00000103215,ENSMUST00000088538	Kcnip3	0.8535537283	4.07E-09	15.1725209823	UP
ENSMUST00000022271,ENSMUST00000164598	Acox2	1.6616061327	4.37E-09	1.0792192882	UP
ENSMUST00000093801	Plscr1	0.7896851222	4.39E-09	58.8461538462	UP
ENSMUST00000039171	Ccr3	-1.3666565648	4.70E-09	1.3619688169	DN
ENSMUST00000047817	Kif14	-0.7754674408	4.76E-09	6.8701372998	DN
ENSMUST00000031670	Gng11	0.773794299	4.82E-09	145.5695443645	UP
ENSMUST00000066882	Pfn2	1.2629253412	4.82E-09	2.7640059494	UP
ENSMUST00000023486	Tfrc	-0.7613417843	5.20E-09	27.3840653728	DN
ENSMUST00000068006	Mocos	0.952936883	5.26E-09	5.4269780411	UP
ENSMUST00000051379,ENSMUST00000093534,ENSMUST00000059115	Mtus1	-0.9501514264	5.37E-09	2.5696936241	DN
ENSMUST00000053909	Oas2	-0.88738299	6.01E-09	6.4274591228	DN
ENSMUST00000118763	Celf5	1.1601072978	6.28E-09	1.7428049338	UP
ENSMUST00000112984	Ms4a3	-1.0041293002	6.75E-09	18.3084577114	DN
ENSMUST00000102490	Epb4.2	-1.0915646462	6.86E-09	2.3055796473	DN
ENSMUST00000093962	Ccnd1	0.7650441516	6.94E-09	58.7694539699	UP
ENSMUST00000068411	Ccdc88c	-0.7208566873	7.38E-09	12.7211753433	DN
ENSMUST00000164044,ENSMUST00000027964	Fcgr3	-1.0986283046	7.81E-09	8.1787833828	DN
ENSMUST00000165285	AK137397	1.1228368366	8.11E-09	3.4240886018	UP
ENSMUST00000030709	Smpdl3b	1.2979811808	8.14E-09	2.3943661972	UP
ENSMUST00000051014	Exph5	0.9451536148	8.38E-09	2.3230849401	UP
ENSMUST00000091288	Prnp	0.781574	8.95E-09	27.1507100321	UP
ENSMUST00000105821,ENSMUST00000030539	Kif17	-0.9287822202	8.97E-09	4.2320512821	DN
ENSMUST00000152065,ENSMUST00000124505,ENSMUST00000020984	Adcy3	-1.0056434853	9.05E-09	2.3608751062	DN
ENSMUST00000048002	B4galnt4	0.8330381874	9.73E-09	15.0615883306	UP
ENSMUST00000055844	Rbpms2	0.8331689307	9.73E-09	20.4158110883	UP
ENSMUST00000004587	Clec11a	0.9466041016	9.84E-09	6.393442623	UP
ENSMUST00000061013	Heatr7b1	-0.8732722572	1.02E-08	3.0428972337	DN
ENSMUST00000030765	Padi2	-0.981963002	1.09E-08	3.0356389709	DN
ENSMUST00000105245,ENSMUST00000105244,ENSMUST00000105242,ENSMUST00000055539	Timeless	-0.7630251707	1.10E-08	28.2419175028	DN
ENSMUST00000034934	Aph1b	0.8045413698	1.16E-08	8.5314147627	UP
ENSMUST00000052556	Fam108b	0.7581308839	1.16E-08	35.3743423715	UP
ENSMUST00000032341	Art4	0.7620731012	1.17E-08	104.3070138597	UP
ENSMUST00000076034	B3gnt8	0.8691403234	1.25E-08	10.857449089	UP
	Tbxa2r	0.8074783981	1.28E-08	26.9164490862	UP
ENSMUST00000028838	Hdc	-1.0960928617	1.33E-08	3.5650887574	DN
ENSMUST00000001595	Fkbp10	0.9480177879	1.34E-08	5.2429618203	UP
ENSMUST00000172435	Fndc4	1.162058661	1.34E-08	2.7883340698	UP
ENSMUST00000045026	Spag5	-0.7345408012	1.38E-08	23.5716166403	DN
ENSMUST00000046285	C1qa	-1.167326084	1.45E-08	4.9026876738	DN
ENSMUST00000133820,ENSMUST00000056950	Rin3	-0.744990094	1.50E-08	48.7612612613	DN
ENSMUST00000040149	Atp8b4	-0.9015597341	1.64E-08	4.6646064352	DN
ENSMUST00000092445	Slc16a5	1.1438872858	1.66E-08	2.6889920424	UP
ENSMUST00000000329	Alox12	1.133790053	1.68E-08	2.7863621095	UP
ENSMUST00000058804	Zfp612	0.9294884414	1.78E-08	4.7120686134	UP
ENSMUST00000059452	Zfp831	-0.7503425849	1.83E-08	9.1525510204	DN
ENSMUST00000053364	Aspm	-0.7271345496	1.88E-08	16.7864403334	DN
ENSMUST00000058196,ENSMUST00000021816	Susd3	0.8331088096	1.92E-08	24.8634453782	UP
ENSMUST00000113976	5430427O19Rik	-0.9583761044	2.05E-08	3.7229324289	DN
ENSMUST00000004137	Gstm7	0.8429714128	2.09E-08	17.6946800308	UP
ENSMUST00000036852	Recql4	-0.7914238443	2.23E-08	6.2051282051	DN
ENSMUST00000094814	Cited4	0.9772326295	2.34E-08	7.8719172633	UP
ENSMUST00000068271,ENSMUST00000113278,ENSMUST00000113277	Ak1	0.7909853646	2.49E-08	20.5623938879	UP
ENSMUST00000046384	C1qb	-1.195892432	2.49E-08	4.4990548204	DN
ENSMUST00000035889	Myo6	0.7753878111	2.49E-08	10.4371410338	UP
ENSMUST00000043396	Mycn	0.7626615287	2.69E-08	122.7169301967	UP
ENSMUST00000164826	Card10	0.9038356533	2.72E-08	4.0832802209	UP
ENSMUST00000078902,ENSMUST00000110942	Mboat2	0.764990732	2.72E-08	16.7222820237	UP
ENSMUST00000033495	Pim2	0.7603131632	2.88E-08	32.769041769	UP
ENSMUST00000107942	Atp8b5	-1.0509686462	3.00E-08	1.9190101237	DN
ENSMUST00000125110,ENSMUST00000115445,ENSMUST00000115446,ENSMUST00000060947	Cldn12	0.7538745195	3.07E-08	25.8241218374	UP
ENSMUST00000162424	Panx2	0.9010249562	3.08E-08	6.5033734233	UP
ENSMUST00000043296,ENSMUST00000164973	Dlgap5	-0.7222368888	3.08E-08	11.9571799308	DN
ENSMUST00000044565	Col16a1	0.7847158282	3.20E-08	54.1773753894	UP
ENSMUST00000136217	AK083203	0.8300305151	3.21E-08	9.2808607022	UP
ENSMUST00000059231	Frat2	-0.8034272097	3.25E-08	23.0343069077	DN
ENSMUST00000053640	Adrb2	-0.8857025133	3.27E-08	8.8730751283	DN
ENSMUST00000056117	Itga2	-0.9356408251	3.42E-08	3.2700573066	DN
ENSMUST00000027451	Epha4	1.1314419758	3.79E-08	1.1418383518	UP
ENSMUST00000004673,ENSMUST00000111632	Ndrg2	0.7736955056	3.89E-08	22.4567958898	UP
ENSMUST00000030643	Extl1	1.0711874907	4.12E-08	2.004630758	UP
ENSMUST00000028735	Jag1	1.0077219339	4.27E-08	1.7971465155	UP
ENSMUST00000053288	Cdr2l	1.1369269906	4.32E-08	1.9296346414	UP
ENSMUST00000112200,ENSMUST00000051806	Dntt	-1.2827429906	4.32E-08	2.2875354108	DN
ENSMUST00000022124	Cd180	-0.8569879847	4.52E-08	12.5226000861	DN
ENSMUST00000031281	Antxr2	-0.8020403039	4.72E-08	15.6012319229	DN
ENSMUST00000058300	Il17rc	1.0370016214	4.94E-08	3.1433432582	UP
ENSMUST00000095739,ENSMUST00000022039	Golm1	-0.7624693853	5.36E-08	12.6099945682	DN
ENSMUST00000046977	Eltd1	0.689621691	5.64E-08	429.2469437653	UP
ENSMUST00000016678,ENSMUST00000061755	Lamp2	0.676637914	5.70E-08	133.7881004633	UP
ENSMUST00000028307	Fcna	-1.1657869642	5.71E-08	4.0015302219	DN
ENSMUST00000033876	Gpr124	-1.038147865	5.93E-08	1.4023281193	DN
ENSMUST00000043896	Zfhx3	-0.7394911819	5.96E-08	2.9116196969	DN
ENSMUST00000034815	Kif23	-0.7243343844	6.12E-08	29.3709582598	DN
ENSMUST00000027377	Igfbp5	-0.7965153434	6.67E-08	3.241025641	DN
ENSMUST00000055438	Ppm1e	0.8773543772	6.67E-08	3.5415345593	UP
ENSMUST00000019734	Cyb561	1.0229634041	6.73E-08	3.9100486224	UP
ENSMUST00000103008,ENSMUST00000029912	Sdcbp	0.6798782903	6.81E-08	339.6875	UP
ENSMUST00000027992	Enkur	1.1431080329	6.93E-08	5.0125628141	UP
ENSMUST00000040717	Kif15	-0.700851743	7.10E-08	24.0799916458	DN
ENSMUST00000064763	Zfp608	-0.6823938092	7.10E-08	43.997869551	DN
ENSMUST00000096358	Apol7e	0.8142210606	7.45E-08	14.7457245725	UP
ENSMUST00000023171	Hes1	-0.9325465964	7.48E-08	11.205943331	DN
ENSMUST00000033752,ENSMUST00000168831,ENSMUST00000114465	Slc6a8	1.1659089104	7.72E-08	1.3161875946	UP
ENSMUST00000073316,ENSMUST00000100926	Foxm1	-0.6953648519	7.73E-08	18.3311554975	DN
	Gm13212	0.7640920072	7.73E-08	24.7613293051	UP
ENSMUST00000078961	Kifc5b	-0.8150651513	7.90E-08	6.6112385321	DN
ENSMUST00000018765	Mmp8	-1.3580826898	8.51E-08	1.7908309456	DN
ENSMUST00000024847,ENSMUST00000073211	Myom1	0.786158748	8.91E-08	13.0376681614	UP
ENSMUST00000038859,ENSMUST00000118704,ENSMUST00000105689,ENSMUST00000105690,ENSMUST00000105688	Pik3cd	-0.7100233169	9.28E-08	47.8417333085	DN
ENSMUST00000073350	Ctse	-0.7579993611	9.41E-08	33.9644549763	DN
ENSMUST00000113039,ENSMUST00000001258,ENSMUST00000113035,ENSMUST00000113038	Uhrf1	-0.6995943989	9.41E-08	79.187998899	DN
ENSMUST00000060989	Sorl1	-0.8394233605	1.01E-07	4.9724238026	DN
ENSMUST00000162999	Gm16285	2.966097658	1.06E-07	1.9075144509	UP
ENSMUST00000045529	Kiss1r	1.204223843	1.09E-07	1.4903389294	UP
ENSMUST00000031246	Ibsp	-1.3408207087	1.10E-07	1.9738193018	DN
ENSMUST00000100635	Fam84b	0.7241579631	1.14E-07	28.1586045675	UP
ENSMUST00000036331	Neu3	0.72857836	1.26E-07	14.9161174356	UP
ENSMUST00000096164	Fam189a2	1.5154374774	1.27E-07	1.0090658258	UP
ENSMUST00000101426,ENSMUST00000168406	Tmem176a	0.6896219325	1.27E-07	246.1791179118	UP
ENSMUST00000041391	Psd	0.9263070453	1.31E-07	3.6244204019	UP
ENSMUST00000108023	Ccne1	-0.8207238618	1.36E-07	10.3652263374	DN
ENSMUST00000092937	Camkk1	0.776713395	1.38E-07	19.0465793304	UP
ENSMUST00000047194	Igsf6	-0.9593437815	1.40E-07	5.1339915374	DN
ENSMUST00000085374	Slc17a7	1.1671469277	1.45E-07	1.7759562842	UP
	Ccdc136	0.894288844	1.47E-07	4.9179856115	UP
ENSMUST00000099270	Thbd	0.7634415613	1.48E-07	15.5622814097	UP
ENSMUST00000039998,ENSMUST00000108281	Fbxo27	1.3940586085	1.52E-07	1.6489361702	UP
ENSMUST00000058806	Gapt	-1.2024835389	1.55E-07	2.6730019493	DN
ENSMUST00000109287,ENSMUST00000109288,ENSMUST00000088614,ENSMUST00000067205	Kif21a	0.8428516195	1.55E-07	5.125467581	UP
ENSMUST00000028356	Cd302	0.8815804888	1.61E-07	10.6549520767	UP
ENSMUST00000137035	St3gal6	0.7779490165	1.70E-07	14.0227703985	UP
ENSMUST00000026635	Farp1	1.1836248694	1.77E-07	1.2070393375	UP
ENSMUST00000132961	1110017F19Rik	0.7878867148	1.78E-07	30.3288797533	UP
ENSMUST00000012587	Kif11	-0.6769931191	1.86E-07	58.3281217428	DN
ENSMUST00000034148	Il15	-0.8110345342	2.01E-07	19.8159749413	DN
ENSMUST00000054462	Tbc1d8	0.7304477875	2.01E-07	27.8904481666	UP
ENSMUST00000047488	Rap1gap2	0.8205943646	2.03E-07	3.3523884103	UP
ENSMUST00000027966,ENSMUST00000081103	Fcgr2b	-1.1148234111	2.13E-07	4.5484080572	DN
ENSMUST00000087341	Kif20b	-0.6656534283	2.18E-07	21.6850479118	DN
ENSMUST00000049260	Fam59a	-1.0087196479	2.19E-07	1.3177726607	DN
ENSMUST00000164630	Emilin2	-0.7853733194	2.19E-07	13.1483854434	DN
ENSMUST00000088823	Mapk11	1.0385819526	2.22E-07	3.0761316872	UP
ENSMUST00000168269	Il7	0.8866413683	2.24E-07	5.048582996	UP
ENSMUST00000170472,ENSMUST00000027766	Adck3	0.6941377233	2.25E-07	69.2598522167	UP
ENSMUST00000052708	Ckap2l	-0.680655397	2.31E-07	37.8484654731	DN
ENSMUST00000006341	Prss16	1.4543583988	2.37E-07	1.0747663551	UP
ENSMUST00000112993	Mid2	0.7832435261	2.52E-07	4.9720670391	UP
ENSMUST00000053043,ENSMUST00000173514	Il1rl1	-0.8712073124	2.61E-07	2.0273184759	DN
ENSMUST00000099542	Casc5	-0.6511304365	2.67E-07	16.8389478542	DN
	Bex6	-1.0184413308	2.68E-07	7.2091836735	DN
ENSMUST00000058178	Tacstd2	0.7309729763	2.70E-07	22.0845150312	UP
ENSMUST00000025263	Tnf	-1.3817317714	2.80E-07	1.8277571252	DN
ENSMUST00000033058	Sbf2	0.738466945	3.02E-07	6.9959281101	UP
ENSMUST00000110929	BC055004	0.8356394889	3.04E-07	9.2866435386	UP
ENSMUST00000030691	Pclo	0.8583936459	3.04E-07	1.1806343301	UP
