Reanalysed, two affy_ctrls_lines deleted						
ID	Gene.symbol	logFC	adj.P.Val	P.Value	t	Gene.title
1424318_at	Lgalsl	-1.4031021856	0.0182355882	0.0001855373	-29.9938470692	lectin, galactoside binding-like
1416501_at	Pdpk1	-0.7613571034	0.0182355882	0.0001866579	-29.9262300736	3-phosphoinositide dependent protein kinase 1
1427271_at	Zbtb44	1.9370152428	0.0182355882	0.0001868833	29.9126950746	zinc finger and BTB domain containing 44
1456588_x_at	Cox5b	-2.0973642863	0.0182355882	0.0001872584	-29.8902283258	cytochrome c oxidase subunit Vb
1438625_s_at	Cdk16	-1.8671603516	0.0187281198	0.0001932718	-29.5381980482	cyclin-dependent kinase 16
1433535_x_at	Cct2	0.5410653425	0.0187281198	0.0001939669	29.498476321	chaperonin containing Tcp1, subunit 2 (beta)
1454987_a_at	H2-Ke6	-1.0622199344	0.0187457968	0.0001952463	-29.425871663	H2-K region expressed gene 6
1436699_x_at	Rpl18	-1.093438375	0.0187457968	0.0001970136	-29.326648567	ribosomal protein L18
1424766_at	Ercc6l	-1.7431497593	0.0187457968	0.0001981245	-29.2649040711	excision repair cross-complementing rodent repair deficiency complementation group 6 like
1452169_a_at	Dgkz	-1.7921995938	0.0187457968	0.0001996064	-29.1832710008	diacylglycerol kinase zeta
1418895_at	Skap2	2.3314955881	0.0187457968	0.0002002529	29.1479143878	src family associated phosphoprotein 2
1438317_a_at	Endog	-0.5843987695	0.0187457968	0.000200321	-29.1442010862	endonuclease G
1433439_at	Cpne1	0.9963765038	0.0187457968	0.0002031212	28.9929397777	copine I
1439466_s_at	Bud31	-2.0150803675	0.0187457968	0.0002033343	-28.9815429657	BUD31 homolog
1418488_s_at	Ripk4	5.2086188211	0.0187457968	0.0002039774	28.9472582244	receptor-interacting serine-threonine kinase 4
1427889_at	Sptan1	-1.0996431715	0.0187457968	0.0002047032	-28.9087395457	spectrin alpha, non-erythrocytic 1
1424130_a_at	Ptrf	1.735324826	0.0187457968	0.0002054858	28.8674185599	polymerase I and transcript release factor
1429650_at	Stk40	-0.6678753165	0.0187457968	0.0002055527	-28.8638949344	serine/threonine kinase 40
1419089_at	Timp3	1.8730693005	0.0187457968	0.0002059078	28.8452219119	tissue inhibitor of metalloproteinase 3
1433912_at	Tiprl	2.0176633969	0.0187457968	0.0002061991	28.8299387271	TIP41, TOR signalling pathway regulator-like (S. cerevisiae)
1433774_x_at	Cog1	-0.7564935317	0.0187457968	0.0002071837	-28.7785022467	component of oligomeric golgi complex 1
1420499_at	Gch1	-0.625927406	0.0187457968	0.0002073687	-28.7688771843	GTP cyclohydrolase 1
1460709_a_at	Abhd16a	-1.6569724265	0.0187789309	0.0002090927	-28.6797233478	abhydrolase domain containing 16A
1424595_at	F11r	2.9121463865	0.0187789309	0.0002093905	28.6644257735	F11 receptor
1419831_at	AA416453	-0.5742148938	0.0188468131	0.0002113259	-28.5657231979	expressed sequence AA416453
1423389_at	Smad7	1.3905416828	0.0188468131	0.0002128739	28.4876706458	SMAD family member 7
1419279_at	Pip4k2a	1.241646663	0.0188468131	0.0002153035	28.3667212691	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha
1435843_x_at	Mrps9	-0.8693664213	0.0188468131	0.0002160207	-28.331380279	mitochondrial ribosomal protein S9
1459725_s_at	Dcpp2///Dcpp3///Dcpp1	-0.4216958616	0.0188468131	0.0002164913	-28.3082729932	demilune cell and parotid protein 2///demilune cell and parotid protein 3///demilune cell and parotid protein 1
1423812_s_at	Vopp1	1.75845314	0.0188468131	0.0002183562	28.2173889474	vesicular, overexpressed in cancer, prosurvival protein 1
1433720_s_at	Chchd10	-2.3170632696	0.0188468131	0.0002187436	-28.1986390906	coiled-coil-helix-coiled-coil-helix domain containing 10
1423784_at	Gars	0.5766525781	0.0188468131	0.0002188733	28.1923748937	glycyl-tRNA synthetase
1426760_at	Ipo8	0.8137216303	0.0188468131	0.0002191527	28.1788934434	importin 8
1456174_x_at	Ndrg1	0.9926021263	0.0188468131	0.0002193144	28.171102948	N-myc downstream regulated gene 1
1434744_at	Yrdc	0.5272466111	0.0188468131	0.0002199782	28.1392010661	yrdC domain containing (E.coli)
1452291_at	Arap2	2.6767732986	0.0188468131	0.000223752	27.9603148598	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
1452350_at	Brd8	-1.3960995064	0.0188468131	0.0002238148	-27.957373897	bromodomain containing 8
1456064_at	AI504432	-1.9793616406	0.0188468131	0.0002238451	-27.9559552327	expressed sequence AI504432
1423512_at	AW209491	-1.2916235301	0.0188468131	0.0002240815	-27.9448942942	expressed sequence AW209491
1426350_at	Mgat2	1.6296998389	0.0188468131	0.0002246825	27.9168441825	mannoside acetylglucosaminyltransferase 2
1437100_x_at	Pim3	-1.0789214705	0.0188468131	0.0002248199	-27.9104462387	proviral integration site 3
1452047_at	Cacybp	0.5476780537	0.0188468131	0.0002256805	27.8704902709	calcyclin binding protein
1416224_at	Zbtb17	-1.7782375003	0.0188468131	0.0002259489	-27.8580722008	zinc finger and BTB domain containing 17
1450388_s_at	Twsg1	2.4983483843	0.0188468131	0.0002272342	27.7988885688	twisted gastrulation BMP signaling modulator 1
1423901_at	Trip12	-0.6192336371	0.0188468131	0.0002275904	-27.7825649424	thyroid hormone receptor interactor 12
1427464_s_at	Hspa5	2.0102556305	0.0189106312	0.0002291945	27.7094975369	heat shock protein 5
1421027_a_at	Mef2c	1.4423681264	0.0189761254	0.0002319049	27.5876176263	myocyte enhancer factor 2C
1415794_a_at	Spin1	1.7252302916	0.0189761254	0.0002322195	27.5735981431	spindlin 1
1424313_a_at	Ndufs7	-1.5407545869	0.0189761254	0.000233017	-27.5381767798	NADH dehydrogenase (ubiquinone) Fe-S protein 7
1451159_at	Arhgef12	2.1247998948	0.0189761254	0.0002334801	27.5176828193	Rho guanine nucleotide exchange factor (GEF) 12
1420522_at	Ccdc50	1.6418492023	0.0189761254	0.0002341699	27.4872591823	coiled-coil domain containing 50
1451206_s_at	Cytip	1.8723759763	0.0189839078	0.0002362315	27.3970623177	cytohesin 1 interacting protein
1417474_at	Ift46	-2.1282084741	0.0189839078	0.0002371206	-27.3584988018	intraflagellar transport 46
1429427_s_at	Tcf7l2	1.8395828339	0.0189839078	0.0002373678	27.3478103246	transcription factor 7 like 2, T cell specific, HMG box
1424685_at	Exosc4	-3.506553449	0.0189839078	0.0002376126	-27.3372419736	exosome component 4
1428182_at	Prpsap1	-1.8057422729	0.0191865682	0.0002409948	-27.1927386914	phosphoribosyl pyrophosphate synthetase-associated protein 1
1454814_s_at	Prps1l3	1.6078913338	0.0193631309	0.0002448594	27.0309967067	phosphoribosyl pyrophosphate synthetase 1-like 3
1416895_at	Efna1	1.6112084366	0.0193631309	0.0002449193	27.0285166159	ephrin A1
1416875_at	Parvg	0.7854742827	0.0194988567	0.0002474954	26.922668716	parvin, gamma
1425742_a_at	Tsc22d1	1.527469005	0.0196017231	0.0002510022	26.7809889381	TSC22 domain family, member 1
1436980_x_at	Cnot2	-1.1030051688	0.0196017231	0.0002519385	-26.743620218	CCR4-NOT transcription complex, subunit 2
1454815_at	Sertad2	1.2119936694	0.0196017231	0.0002532031	26.6934479251	SERTA domain containing 2
1417818_at	Wwtr1	6.7211267021	0.0196017231	0.0002532133	26.6930463348	WW domain containing transcription regulator 1
1430827_a_at	Ptk2	-0.5782230314	0.0196017231	0.0002542146	-26.6535637463	PTK2 protein tyrosine kinase 2
1418238_at	Ivd	-1.3855710205	0.0196017231	0.0002548902	-26.6270475873	isovaleryl coenzyme A dehydrogenase
1425553_s_at	Hip1r	-1.7561092636	0.0196017231	0.0002551049	-26.6186429819	huntingtin interacting protein 1 related
1423264_at	Bop1	-1.0801840661	0.0196017231	0.0002557122	-26.5949142743	block of proliferation 1
1437294_at	Exosc10	-3.2488553301	0.0196023135	0.0002566603	-26.5580261488	exosome component 10
1419169_at	Mapk6	4.3837498906	0.0196023135	0.0002582255	26.4975367994	mitogen-activated protein kinase 6
1437716_x_at	Kif22	-2.0128266504	0.0196023135	0.0002585159	-26.4863700174	kinesin family member 22
1449879_at	Zfp821///Ccdc7b	-0.4196403125	0.0196023135	0.0002616145	-26.3682729783	zinc finger protein 821///coiled-coil domain containing 7B
1424824_at	Slain1	1.5701488343	0.0196023135	0.0002622666	26.3436664851	SLAIN motif family, member 1
1422849_a_at	Pabpn1	-1.0921017763	0.0196023135	0.0002623066	-26.3421597206	poly(A) binding protein, nuclear 1
1427882_at	Dnttip2	3.5988128895	0.0196023135	0.0002625144	26.3343351538	deoxynucleotidyltransferase, terminal, interacting protein 2
1435382_at	Ndn	0.9289343663	0.0196023135	0.0002626811	26.3280659975	necdin
1435733_x_at	Rnaseh2c	-1.8234797148	0.0196023135	0.000265607	-26.2189094813	ribonuclease H2, subunit C
1417475_at	Atp13a1	-2.3160143043	0.0196023135	0.0002657809	-26.2124735269	ATPase type 13A1
1436244_a_at	Tle2	-2.447461433	0.0196023135	0.000265965	-26.205668912	transducin-like enhancer of split 2
1416983_s_at	Foxo1	1.2782521698	0.0196023135	0.0002660869	26.2011628089	forkhead box O1
1416747_at	Mfsd5	1.048078088	0.019717319	0.0002706329	26.0352077107	major facilitator superfamily domain containing 5
1428543_at	Ppat	2.1406964011	0.019717319	0.0002710321	26.0208204315	phosphoribosyl pyrophosphate amidotransferase
1419701_s_at	Anks3	-1.9534808789	0.019717319	0.0002712693	-26.0122826046	ankyrin repeat and sterile alpha motif domain containing 3
1451977_at	Dyrk1a	2.2848671434	0.019717319	0.0002724386	25.9703495073	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a
1423423_at	Pdia3	4.5569089943	0.019717319	0.0002727783	25.9582123138	protein disulfide isomerase associated 3
1423773_at	Gpbp1	1.9902697488	0.019717319	0.0002742561	25.905657336	GC-rich promoter binding protein 1
1417552_at	Fap	2.6954116145	0.019717319	0.0002747192	25.8892675407	fibroblast activation protein
1424584_a_at	Ranbp10	-0.9600521247	0.019717319	0.000275039	-25.8779729611	RAN binding protein 10
1437142_a_at	Pigo	-1.2408298183	0.019717319	0.0002754689	-25.8628161719	phosphatidylinositol glycan anchor biosynthesis, class O
1448942_at	Gng11	-0.4348871317	0.0197381554	0.0002770207	-25.8083773079	guanine nucleotide binding protein (G protein), gamma 11
1438094_x_at	Ola1	1.7795983788	0.0197381554	0.0002774998	25.7916527053	Obg-like ATPase 1
1448010_at	Mir142///Mir142hg	-2.706378263	0.0198149041	0.0002799737	-25.7059272642	microRNA 142///Mir142 host gene (non-protein coding)
1427495_at	Scn7a	-0.3926112486	0.0198149041	0.0002811494	-25.6655527627	sodium channel, voltage-gated, type VII, alpha
1417723_at	Ube2j1	1.6383807259	0.0198149041	0.0002824704	25.6204616331	ubiquitin-conjugating enzyme E2J 1
1456541_x_at	Atad3a	-2.2467980254	0.0198149041	0.0002827587	-25.6106568776	ATPase family, AAA domain containing 3A
1427959_at	Abhd10	-0.6675415135	0.0198149041	0.0002829453	-25.6043207788	abhydrolase domain containing 10
1460213_at	Golga4	2.0646908065	0.0199647983	0.0002859656	25.5025381568	golgi autoantigen, golgin subfamily a, 4
1421346_a_at	Slc6a6	2.8277594366	0.0200965406	0.0002897109	25.3783527482	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
1438416_at	Med16	-2.1785550225	0.0200965406	0.0002901144	-25.3651072676	mediator complex subunit 16
1423041_a_at	Bzw1	4.0474932113	0.0200965406	0.0002910009	25.3360901124	basic leucine zipper and W2 domains 1
1430053_a_at	Ola1	3.0127504569	0.0200965406	0.0002919922	25.3037881602	Obg-like ATPase 1
1438289_a_at	Sumo1	1.0606570563	0.0200965406	0.0002923539	25.2920387714	small ubiquitin-like modifier 1
1428286_at	2900097C17Rik	0.87840457	0.0200965406	0.0002933539	25.2596590033	RIKEN cDNA 2900097C17 gene
1451090_a_at	Eif2s3x	1.0876499049	0.0200965406	0.0002940525	25.2371271473	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked
1424802_a_at	Luc7l3	-1.2882320675	0.0201533077	0.0002957713	-25.1820047844	LUC7-like 3 (S. cerevisiae)
1453107_s_at	4933413G19Rik///Pebp1///Foxm1	-1.4551325063	0.0202090313	0.0002974798	-25.127648579	RIKEN cDNA 4933413G19 gene///phosphatidylethanolamine binding protein 1///forkhead box M1
1429800_at	Zfp526///9130221H12Rik	-1.3781038053	0.0203044817	0.0002997797	-25.0551479886	zinc finger protein 526///RIKEN cDNA 9130221H12 gene
1451266_at	Mrpl50	1.086584118	0.0203337904	0.0003012196	25.0101446676	mitochondrial ribosomal protein L50
1417516_at	Ddit3	-2.5714924803	0.0203337904	0.0003021652	-24.9807516138	DNA-damage inducible transcript 3
1423088_at	Tmod3	1.3583802519	0.0203337904	0.0003033859	24.9429916139	tropomodulin 3
1436949_a_at	Tceb2	-2.5796196493	0.0203337904	0.000303797	-24.9303220675	transcription elongation factor B (SIII), polypeptide 2
1452116_s_at	Atf2	0.5497184769	0.0203629701	0.0003051304	24.8893907585	activating transcription factor 2
1415679_at	Psenen	-1.3718594238	0.0203672129	0.0003060917	-24.86003665	presenilin enhancer gamma secretase subunit
1423703_at	Ppan	-1.7713360901	0.0204223604	0.0003094963	-24.7570729862	peter pan homolog (Drosophila)
1449738_s_at	Supt20	-1.9613225599	0.0204223604	0.0003116454	-24.6928762114	suppressor of Ty 20
1417404_at	Elovl6	0.5879133873	0.0204223604	0.0003121099	24.6790805188	ELOVL family member 6, elongation of long chain fatty acids (yeast)
1449068_at	Zfp148	-2.2770882425	0.0204223604	0.0003149502	-24.5953319301	zinc finger protein 148
1448828_at	Smc6	1.7957408638	0.0204223604	0.0003158812	24.5681064147	structural maintenance of chromosomes 6
1433851_at	Ppp4r2	1.1356848175	0.0204223604	0.0003169963	24.5356423806	protein phosphatase 4, regulatory subunit 2
1424122_s_at	Commd1	-0.7213404442	0.0204223604	0.0003172942	-24.5269959919	COMM domain containing 1
1451276_at	Uhrf1bp1l	1.9386971896	0.0204223604	0.0003173314	24.5259165734	UHRF1 (ICBP90) binding protein 1-like
1417293_at	Hs6st1	3.9129444218	0.0204223604	0.0003175437	24.5197626386	heparan sulfate 6-O-sulfotransferase 1
1450394_at	Golph3	2.8226377048	0.0204223604	0.0003194206	24.465599792	golgi phosphoprotein 3
1451185_at	Sf3b5	-2.8280995266	0.0204223604	0.0003201026	-24.446027823	splicing factor 3b, subunit 5
1452241_at	Topbp1	0.5872071104	0.0204223604	0.0003201701	24.4440929696	topoisomerase (DNA) II binding protein 1
1423078_a_at	Msmo1	2.4704563621	0.0204223604	0.0003205417	24.4334553833	methylsterol monoxygenase 1
1424365_at	Gm2036///1810037I17Rik	-1.5464510891	0.0204223604	0.00032105	-24.4189327876	predicted gene 2036///RIKEN cDNA 1810037I17 gene
1439364_a_at	Mmp2	-3.458437128	0.0204223604	0.0003217507	-24.3989642934	matrix metallopeptidase 2
1417908_s_at	Gm10015///Gm10705///Gm10145///Gm5858///Ube2l3	1.1486919435	0.0204223604	0.0003229236	24.3656716356	ubiquitin-conjugating enzyme E2 L3-like///predicted gene 10705///predicted gene 10145///predicted gene 5858///ubiquitin-conjugating enzyme E2L 3
1416778_at	Sdpr	4.6266086764	0.0204223604	0.000323533	24.3484380846	serum deprivation response
1415817_s_at	Cct7	1.1988923864	0.0204223604	0.0003239003	24.3380749167	chaperonin containing Tcp1, subunit 7 (eta)
1451317_at	Ythdf2	0.68512418	0.0204223604	0.0003240216	24.3346546257	YTH domain family 2
1452545_a_at	Itgb1	3.6149144654	0.0204233615	0.0003249376	24.3088897566	integrin beta 1 (fibronectin receptor beta)
1416419_s_at	Gabarapl1	0.9955318925	0.0205171757	0.0003278949	24.2263823606	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1
1426691_at	Tjap1	-1.3325778673	0.0205171757	0.0003282386	-24.2168580464	tight junction associated protein 1
1419392_at	Pclo	2.418967766	0.0206396203	0.0003339112	24.0616413623	piccolo (presynaptic cytomatrix protein)
1438118_x_at	Vim	-1.1084023175	0.0206396203	0.0003345685	-24.0438900647	vimentin
1418962_at	Necap2	-1.3931667844	0.0206396203	0.0003345732	-24.0437626259	NECAP endocytosis associated 2
1451554_a_at	Aph1a	-2.247911579	0.0206396203	0.0003349606	-24.0333217806	aph1 homolog A, gamma secretase subunit
1431792_a_at	Stk11ip	-0.6104559189	0.0206396203	0.0003355087	-24.0185811023	serine/threonine kinase 11 interacting protein
1424515_at		-3.0712527888	0.0206396203	0.0003370576	-23.97709902	
1428242_at	Hmha1	-1.780111378	0.0206396203	0.0003377008	-23.9599481174	histocompatibility (minor) HA-1
1437772_s_at	Fuca1	-0.364107179	0.0206396203	0.0003387319	-23.9325521835	fucosidase, alpha-L- 1, tissue
1419365_at	Pex11a	2.6747966633	0.0206396203	0.0003427245	23.8275300769	peroxisomal biogenesis factor 11 alpha
1415840_at	Elovl5	1.8612987919	0.0206396203	0.0003442809	23.7870450393	ELOVL family member 5, elongation of long chain fatty acids (yeast)
1451466_at	D16Ertd472e	-0.7149952475	0.0206396203	0.0003443389	-23.7855413573	DNA segment, Chr 16, ERATO Doi 472, expressed
1437432_a_at	Trim12a	-1.1389031708	0.0206396203	0.0003457637	-23.7487062242	tripartite motif-containing 12A
1416044_at	Flii	-1.1876027666	0.0206396203	0.0003485539	-23.6771732607	flightless I actin binding protein
1452931_at	Trp53rka	1.0661351104	0.0206396203	0.0003500568	23.6389693772	transformation related protein 53 regulating kinase A
1417308_at	Pkm	1.5461440205	0.0206396203	0.0003500694	23.6386499588	pyruvate kinase, muscle
1416243_a_at	Rpl35	-1.34946179	0.0206396203	0.0003517621	-23.5958915521	ribosomal protein L35
1427879_at	Cnppd1	-0.6121343754	0.0206396203	0.0003522607	-23.5833491119	cyclin Pas1/PHO80 domain containing 1
1450941_at	Sdcbp	1.9369131541	0.0206396203	0.0003524844	23.5777316807	syndecan binding protein
1424239_at	Fam65a	-1.7268318125	0.0206396203	0.0003532331	-23.5589601992	family with sequence similarity 65, member A
1452373_at	Kansl1	1.8127399408	0.0206396203	0.0003537948	23.544913356	KAT8 regulatory NSL complex subunit 1
1448196_at	Mat2b	3.5049660068	0.0206396203	0.0003546913	23.5225599797	methionine adenosyltransferase II, beta
1422033_a_at	Gm44505///Zfp91///Cntf	-0.4494339059	0.0206396203	0.0003574281	-23.4547927489	predicted readthrough transcript (NMD candidate), 44505///zinc finger protein 91///ciliary neurotrophic factor
1435193_at	A230050P20Rik	-3.1561402013	0.0206396203	0.0003592083	-23.4110918928	RIKEN cDNA A230050P20 gene
1424327_at	Anapc15	-0.9814290864	0.0206396203	0.0003616673	-23.3512167159	anaphase prompoting complex C subunit 15
1448440_x_at	Mydgf	0.8183071186	0.0206396203	0.000361958	23.3441748033	myeloid derived growth factor
1418336_at	Afg3l1	-0.4373911189	0.0206396203	0.0003622014	-23.3382847888	AFG3-like AAA ATPase 1
1437982_x_at	Cox15	-0.9048138474	0.0206396203	0.0003628774	-23.321954626	cytochrome c oxidase assembly protein 15
1428528_at	Get4	-0.7581432464	0.0206396203	0.0003632386	-23.3132486379	golgi to ER traffic protein 4
1428109_at	Vps11	-1.5408941306	0.0206396203	0.0003639937	-23.2950806343	VPS11, CORVET/HOPS core subunit
1454893_at	Fam189b	-1.3650721119	0.0206396203	0.0003646255	-23.2799207306	family with sequence similarity 189, member B
1448146_at	Wwp2	-0.3586624891	0.0206396203	0.0003657775	-23.2523709398	WW domain containing E3 ubiquitin protein ligase 2
1448760_at	Zfp68	-0.7736802931	0.0206396203	0.000366105	-23.2445603879	zinc finger protein 68
1428191_s_at	Mettl17	-1.5991790531	0.0206396203	0.0003669425	-23.2246309283	methyltransferase like 17
1423786_at	Hmces	-1.1544547529	0.0206396203	0.0003672906	-23.2163671872	5-hydroxymethylcytosine (hmC) binding, ES cell specific
1428126_a_at	Atxn7l3b	-2.1232555654	0.0206396203	0.0003676317	-23.2082779322	ataxin 7-like 3B
1422501_s_at	Idh3a	0.5724654883	0.0206396203	0.0003690871	23.1738803937	isocitrate dehydrogenase 3 (NAD+) alpha
1416468_at	Aldh1a1	4.1151932965	0.0206396203	0.0003693562	23.1675428019	aldehyde dehydrogenase family 1, subfamily A1
1425981_a_at	Rbl2	1.3340833438	0.0206396203	0.0003694861	23.1644847586	retinoblastoma-like 2
1416246_a_at	Coro1a	-1.8234686543	0.0206396203	0.0003696074	-23.1616306276	coronin, actin binding protein 1A
