Genes,Bersenev, Chambers, Flach, Norddahl, Wahlestedt, Grover, Kirshner, Kowalczyk, Mann, Lazare, Maryanovich, Sun
Alpk3,-0.160300327,-0.032850408,-0.21205455,-0.316184622,-0.134705856,0,0,0,0,-0.29310602,-1.15514953,-0.63839606
Siglecf,0.110589652,-0.070139937,0.277109512,-0.575972144,-0.506242572,0,0,0,0,-0.725587426,-2.41875557,-0.829697353
Arpin,0.525650142,0,0.267546854,1.331379911,1.223121065,0,0,0,0,-0.20292262,1.352169408,1.358229925
Itga9,-0.917285811,-0.125791412,-0.408581497,-0.24792433,-0.144974277,0,0,0,0,-0.607009085,-2.593142373,-1.357539332
Camk1d,-0.211894728,-1.280759212,-0.479767882,-1.019719587,-1.16071367,0.000230955,0,0,0,-0.169550938,-1.629071531,-1.048958812
Ncam1,0.631860257,0.544769039,0.257624451,0.120528195,0.450863192,0,0,0,0,0.488489456,2.163472491,1.367835137
Kmo,-0.105000357,0.003242561,-0.14878274,-0.269494512,-0.254880468,0,0,0,0,0.545083773,-6.587610502,1.254768188
Zfp292,0.098036686,-0.133908225,0.530019486,-0.270741135,-0.123682866,0.447460876,0,0,0,-0.032245698,-1.069456099,-0.191823811
Ndp,0.056518147,0.011242843,-0.195111207,0.205338487,-0.240134965,0,0,0,0,-0.992097984,7.069255041,1.30223711
Col16a1,0.192874033,0.172082337,0.385037166,0.864150866,0.699709119,0,0.004846269,0,0.494346531,0.631124128,1.2577713,0.623431713
Creg1,0.218492644,-0.569742499,-0.309518899,0.353664104,0.135919874,0,0,0,0,-0.015785049,0.298279202,0.323060589
Dlk1,0.353907153,0.165552008,0.314251103,0.057235918,0.56006382,0,0,0,0,0.181351541,1.160619311,1.47881769
Atp1a3,-0.185310674,0.01045126,0.37551518,-0.045610745,0.059924905,0,0,0,0,-0.041266046,-3.187311921,1.964676301
Sh3kbp1,-0.360563638,0.620928268,-0.130457573,-0.264318121,-0.417660311,0,0.391873837,0,-0.258342311,-0.318147508,-0.853161595,-0.445141344
Pklr,0.057614998,0.017633305,-0.068748167,-0.066196196,-0.081421439,0,0,0,0,-0.249385787,-6.646616748,-1.550382383
Fbxo2,0.132125746,0.040580456,-0.156310135,1.31161702,1.017258697,0,0,0,0,1.100325517,2.010072298,1.572998859
Bivm,0.210824299,0,-0.39628859,0.128706662,0.294352429,0,0,0,0,0.229513912,0.478978796,0.503998585
Coro2b,-0.216013574,0.009766205,-0.431497225,-0.290190716,-0.463781891,0,0,0,0,-0.437726393,-0.869025036,-0.416939333
Ptpre,-0.385401932,-0.08548295,0.151903786,-0.247377196,-0.596978944,0,0,0,0,-0.21262285,-0.770135218,-0.536822823
Pkp2,1.082913663,-0.049501469,-0.147577047,0.701029012,0.557874548,0,0,0,0,0.641574828,1.468859606,0.8488587
Klhdc8a,0.074471482,0.034511711,0.005146831,0.082688614,0.36138008,0,0,0,0,-0.045938202,2.371106396,2.698547433
Slc35f2,0.187836847,0,-0.314021875,0.374593623,0.440815821,0,0,0,0,1.022413426,0.983319891,0.628773859
Fam83g,0.034477277,0.028114353,0.060848788,0.041423604,0.100878656,0,0,0,0,-0.855169503,2.40141761,1.289771306
AA986860,0.429346512,0,0.286605362,0.818067247,0.3374366,0,0,0,0,-0.236475035,1.847092515,0.995820258
Kdm7a,0.078777594,0.462012864,0.226599797,0.24363312,0.12644327,0,0,0,0,0.210473802,-0.725865082,0.184662441
Asb4,1.176937857,2.969677836,0.341045488,0.938635698,1.415580085,0,0,0,0,-0.045661023,1.488805469,1.700438284
Fgf11,-0.519675551,-1.269849059,0.082488143,-0.173229617,-0.429599122,0.000139923,0,0,0,0.254040495,-1.336007154,-0.522540997
Synpo,0.171197202,1.099070544,0.159796385,0.393891513,0.405771643,0,0,0,0,0.221481422,2.902873342,1.385328184
Rhbdl2,0.641836062,0,0.169694894,0.707019727,0.612649337,0,0,0,0,-0.519024335,4.253188863,2.106011288
Pcdhb12,0.228407058,-0.007989981,0.259585104,0.819205139,0.726873944,0,0,0,0,-0.740531108,4.046550298,1.981546037
Pcdhb21,0.291525495,-0.002434459,0.048629532,0.310305925,0.511310688,0,0,0,0,0.439774852,3.288527833,0.9952706
S100a1,0.301083183,0.085095104,0.083725012,0.107058931,0.280088021,0,0,0,0,0.333945436,0.530008677,0.478862263
Cxxc4,0.389624544,0,-0.016439127,0.289181982,0.201250648,0,0,0,0,0.17930869,8.645023202,1.956058776
Pcdhb4,0.008060096,-0.00033388,0.184982445,0.10112534,0.239887871,0,0,0,0,0.586321127,2.644937564,1.309712623
Clec14a,0.515377212,0.008740998,0.06310882,0.408722302,0.82015598,0,0,0,0,0.84020097,0.858217819,0.980321811
Ar,0.811444895,0.223896195,-0.151312602,0.988400148,0.595282061,0,0,0,0,0.582933393,3.360624306,1.602049771
Cldn12,0.391869262,0,0.315135346,0.530879498,0.589719981,0,0,0,0.41270426,0.364634712,0.489375356,0.754417404
Gchfr,0.377147243,0,-0.01749623,0.259426109,0.470381342,0,0,0,0,-0.155639308,1.229585997,0.662564997
Nxpe5,0.822678714,0,-0.368170004,0,0,0,0.001743293,0,0,0.451542356,1.039373838,0.540399207
Frat2,-0.059608488,0.993607037,0.338529576,-0.42961136,-0.686309685,0,0,0,0,-0.379555906,-1.390808228,-0.526432261
Ust,-0.032517334,0,-0.002852263,-0.163336492,-0.17113943,0,0,0,0,0.395409462,-7.97352943,-1.622809227
Lhfp,0.357641165,0,0.035614121,1.69148068,2.260180677,0,0,0,0,0.957667673,2.528063674,1.440918154
Cxcr1,0.484401269,0,0.519576354,0,0,0,0,0,0,1.004882867,3.09447836,1.146589265
Ccr2,-0.072131848,0.825364932,0.107388616,-0.18761016,0.062745214,0,0,0,0,0.421451235,-3.554703699,2.95636342
Ntf3,0.604314844,-0.000506144,0.270740337,1.680132649,1.579931018,0,0,0,0,1.84932271,9.015957143,3.895196296
Pdp1,0.121628784,0,0.179985796,0.849660264,0.304525311,0,0,0,0,0.467531731,0.619131606,0.736735372
Rarres1,0.179166269,0,-0.48524329,0.291076906,0.205300289,0,0,0,0,0.381442198,4.234076,2.452218387
Fzd4,-0.340393048,-0.433618184,-0.63758832,-0.285267554,-0.350251501,0,0,0,0,-0.626204062,-1.381856641,-0.23036287
Evc2,0.394421961,0,0.14922758,1.215949861,1.101060669,0,0,0,0.370232176,0.399511699,1.422222949,0.659857191
Slc35d3,-0.108372525,0,-0.036774941,-0.713610558,-0.811416352,0,0,0,0,-0.627637586,-1.660631114,-0.824682562
Gprc5c,0.317028173,0.004640562,0.239240728,0.268423509,-0.018027714,0.225798366,0,0,0,0.529515568,2.875313353,2.75959886
Rasal3,-0.120027026,-0.007493303,-0.084284737,-0.389959599,-0.326746229,0,0,0,0,-0.218471432,-0.829444996,-0.475123753
Plpp2,-0.064857269,0.238438311,-0.210323871,0.156233331,0.024004586,0,0,0,0,0.294418217,0.544583636,0.567592425
Terb1,0.02554989,0,-0.096248013,0.166828729,0.115213876,0,0,0,0,0.641954355,5.346893309,1.404629842
Socs3,0.478705256,0.750007468,0.180657588,2.397007783,1.841654999,0,0.000246648,0,0,0.733928335,1.981827781,1.655493365
Shisa7,0.416538552,0,0.252609847,0.131818342,0.017059198,0,0,0,0,0.270632964,1.960058993,2.469771825
Tgm5,0.150865907,0,-0.140314248,-0.372799053,-0.613380332,0,0,0,0,-0.149019784,-2.451975234,-1.13694296
Camk2d,0.223240133,0.448190905,0.029883181,0.066671171,0.177139156,0,0,0,0,0.322763166,-0.503101642,0.41592639
Wdr86,0.004684064,0.022276198,0.226554941,-0.13352252,0.077036296,0,0,0,0,-0.38263016,-2.610327842,-1.397036887
Triqk,0.589860308,0,0.007375071,0.627306397,0.587175968,0.360797763,0,0,0,-0.200855249,0.669125254,0.818499258
St3gal5,-0.509741103,-1.920735862,-0.695517838,-0.461043827,-0.55445908,0,0,0,0,-0.171611739,-2.625046671,-1.266079486
Ttc26,0.234933417,0,-0.187602495,0.030077029,0.282672083,0,0,0,0,0.071200857,1.042845807,0.536189048
Skap1,0.295510825,0,0.001777357,0.391642966,0.466519019,0,0,0,0,-0.013665694,3.605416175,2.403573809
Ces1g,0.038090931,0.006788279,-0.051356369,0.124890045,0.025803055,0,0,0,0,-0.332670923,4.716394896,1.967365652
Lepr,-0.100860747,-0.030545221,-0.075989029,-0.143666504,0.284030415,0,0,0,0,-0.105798907,4.024223865,-1.014266941
B3gnt8,0.36512113,0.008752296,0.163430638,0.53562178,0.42212676,0,0,0,0,0.421742567,0.724850579,1.026392672
Atp8b4,0.049215557,0,-0.041044744,-0.204852397,0.063416822,0,0,0,0,0.165503821,-3.642103109,0.838926102
Sphk1,-0.20005085,0.174991444,0.31629925,-0.171736063,0.106299619,0,0,0,0,-0.433054598,-8.916532517,-1.591206528
Cd200r4,0.569694967,0,0.180650623,0.933058463,1.857802733,0,0,0,0,0.149976477,2.363607048,1.337906171
Kdr,0.783267543,0.187616138,0.355751224,1.389678104,1.441834967,0,0,0,0,0.390662318,2.1626307,1.476146761
Rps4l,-0.540172761,-0.039926012,-0.436471856,-1.732397396,-1.004217653,0,0,0,0,-0.469115051,-1.153460161,-1.255982484
Sema3e,0.216696318,0.00156231,0.043343156,0.712401147,0.765745252,0,0,0,0,0.449338273,3.669465467,1.86362795
Tnfrsf11b,-0.256400098,-0.222448376,0.194014837,0.007912342,-0.12896821,0,0,0,0,0.088768417,-9.335392426,-1.766300629
Scgb3a1,0.260167582,0.266153587,0.302675028,0.56988896,0.664285248,0,0,0,0,-0.298111981,5.33939307,1.11464904
Pde6h,0.83634732,0.067298042,0.096357103,0.236249798,0.132360526,0,0,0,0,-0.03363257,1.239973391,0.883414868
Zfp979,0.487420152,0,0.058870304,1.062194031,0.643123,0,0,0,0,0.852774337,0.669542322,0.947083781
Serpina3f,0.273362922,0,0,0,0,0,0,0,0,0.228045852,-1.715784667,-0.833525168
4930438A08Rik,0.062435087,0,0,0.072244451,-0.199205082,0,0,0,0,0.759162397,-9.38924029,-2.053240219
Skint3,-0.11912697,0,-0.152227443,0,0,0,0,0,0,-0.555898948,-1.267088912,-0.791550129
Armc2,-0.015698437,0,-0.12634534,-0.142776562,-0.285701151,0,0,0,0,0.41689095,2.101070101,0.884994732
Nudt10,0.307456873,0,-0.550542906,0,0,0,0,0,0,0.163689976,1.683759876,0.775758381
Nudt11,0.023245936,0,-1.295581809,0,0,0,0,0,0,0.678980992,1.133108303,0.796128032
Gm8909,0.380899637,0,0,0,0,0,0,0,0,0.675609634,1.625621309,1.567872934
Gm10499,0.537287072,0,0,0,0,0,0,0,0,0.093734437,3.088604159,0.801231973
Ripor3,0.072497085,0,0,0,0,0,0,0,0,0.166493025,2.465246397,0.760913642
Kif5a,0.239652867,-0.024260245,0.381479896,0.020759114,0.124765635,0,0,0,0,0.172228725,1.341884344,0.918704515
Pak6,0.537374367,0,0.080280945,0.381024123,0.555356053,0,0,0,0,0.26820435,1.803305782,0.697323911
Rprm,0.131226194,0.986215062,0.187108507,1.465602239,0.385324266,0,0,0,0,-0.707591996,3.162313501,0.709522837
Smim6,0.257117435,0,0.205922822,-0.107366928,0.300147042,0,0.30256436,0,0,0.418327217,0.702790474,0.732560694
Sox4,-0.56371132,-0.300003121,-0.234836439,-0.201250026,-0.278601919,0,0,0,0,-0.471169824,-1.755634231,-0.758333289
Prnp,0.483137691,0.463907199,-0.800205104,0.903132814,0.69621142,0,0,0,0,0.897685878,0.685558632,0.871529298
Ms4a6c,-0.297519036,1.232984702,-0.665019517,-0.894144031,-0.722619771,0.53298799,0,0,0,0.229738558,-1.281293393,0.358789122
Colca2,0,0,0,0,0,0,0,0,0,-0.825654107,-1.675630134,-0.784826777
Nap1l2,0.042419394,0.003319325,-0.203590079,0.470436512,0.930523096,0,0,0,0,1.210899463,-5.325746804,1.635192911
Dpy19l2,0.226231779,0,0.196348073,1.280812282,1.807493196,0,0,0,0,0.020059651,1.480482812,2.4227807
Dlx4os,0,0,0,-0.032747413,-0.098917436,0,0,0,0,-0.292080746,-5.511218431,1.517363309
Gm13546,0,0,0,0,0,0,0,0,0,0.303696078,2.009132601,2.243516071
Lbhd2,0,0,0,0,0,0,0,0,0,0.496421188,1.694029353,1.906941728
Gm12655,0,0,0,0,0,0,0,0,0,1.593652635,2.572579304,1.304549356
Rasgef1b,0.390322254,0,0.005725263,1.092724518,0.405055903,0,0,0,0,0.238993649,0.88148653,0.533269232
Gm8094,0,0,0,0,0,0,0,0,0,0.963688229,6.012441743,4.15276785
Gm20478,0,0,0,0,0,0,0,0,0,-0.258991868,4.780454573,0.97489082
Ighv1-53,0,0,0,0,0,0,0,0,0,0,-8.913326892,4.261802801
Ighv1-22,0,0,0,0,0,0,0,0,0,0,-12.91632649,10.37437981
Igha,-0.175501076,0,0,0,0,0,0,0,0,1.270074727,9.438413699,1.495087033
Igkv10-94,0.2655301,0,0,0,0,0,0,0,0,0,8.600566162,-2.461671406
Cep83os,0,0,0,0.041126351,-0.350081503,0,0,0,0,0.310747436,0.450976283,0.575071923
9530026P05Rik,0,0,0,0.055674767,0.306224148,0,0,0,0,0.119983802,1.696125069,1.536341288
Panct2,0,0,0,1.085095663,0.422941536,0,0,0,0,0.403614303,4.879042802,1.675434142
Gm26917,0,0,0,0,0,0,0,0,0,-0.249053994,-0.656682704,-0.59564564
Snhg14,0,0,0,0.550641532,1.030672542,0,0,0,0,0.225604155,2.948789831,0.630383146
Ly6a2,-0.012528516,0,0,0,0,0,0,0,0,0.06937157,-3.209656463,2.675271162
Snrpn,0,0.027354898,0,0.192822817,-0.086681382,0,0,0,0,0.596277487,0.846322559,1.016743392
Gm7265,0,0,-0.156973303,0,0,0,0,0,0,0.134138207,-2.901659941,-1.442424944
Pcdhgc3,0.29337154,0,0,0,0,0,0,0,0,0.34489897,1.789058303,1.176880656
Gm37409,0,0,0,0,0,0,0,0,0,-0.107480857,-6.103654062,-2.902658691
Gm38365,0,0,0,0,0,0,0,0,0,-0.350098681,-3.627569935,-2.847217828
Pcdha8,-0.12784071,0,0,0,0,0,0,0,0,0.195160902,6.369790257,1.999256012
Gm37940,0,0,0,0,0,0,0,0,0,0.00330622,-2.462192237,-1.758767238
Gm37509,0,0,0,0,0,0,0,0,0,-0.092162069,7.45141172,3.685593474
Gm32051,0,0,0,0,0,0,0,0,0,0.982871733,1.066215368,0.691136802
Gm44220,0,0,0,0,0,0,0,0,0,0.152475294,3.017305293,2.007934631
Gm43904,0,0,0,0,0,0,0,0,0,0.767649728,1.212180565,0.768228056
Gm43984,0,0,0,0,0,0,0,0,0,0.599192393,-2.471339362,-1.301557793
Gm44752,0,0,0,0,0,0,0,0,0,-0.055953499,-6.320061727,-1.371403108
Gm35028,0,0,0,0,0,0,0,0,0,0.216704306,1.989638685,1.04427344
BC024063,0,0,0,0,0,0,0,0,0,-1.118244922,-6.366652764,-1.160387909
Ctse,0.070102867,-0.034648211,0.306414592,1.504772981,-0.550368052,0,0,0,0,0.157496685,-0.075303984,-0.585371626
LOC100503923,0,0,0,0,0,0,0,0,0,0,0,0
Sema6d,0.579962924,0.000668521,0.282619088,0.677970396,0.203838367,0,0,0,0,0.638383568,1.360912592,1.392275251
Clca3a2,0.238656151,0.182078747,1.608973385,0.108454355,0.122166011,0,0,0,0,0.757614891,0,0
Ccbe1,0.479404041,0,0.201978616,0.825709236,0.838197262,0,0,0,0,0,0,0
LOC102641248,0,0,0,0,0,0,0,0,0,0,0,0
C030034E14Rik,0,0,0,1.787323134,1.376744518,0,0,0,0,0,0,0
Ntn4,0.230912134,-0.000195398,0.178037393,1.547068894,1.281292467,0,0,0,0,0.756825287,1.468033275,1.610872775
Ccnj,0.356922089,1.828882366,0.247831241,1.733882852,0.805965212,0,0,0,0,0,0,0
Gpr146,0.452890417,0.041009574,0.102572564,0.544199731,0.31237143,0,0,0,0,0.398171181,0.361686676,0.52596672
Pbx1,0.401183378,1.298871083,0.750300773,0.826442324,0.517979205,0.004872009,0,0,0,0.4267682,0.599076984,0.658509648
Irf6,0.253149872,1.015626071,0.399119478,1.008407239,0.70335483,0,0.071381622,0,0,0.204225478,0.306905425,0.815691889
Peli2,-0.211209357,-0.025500484,0.180251818,-0.413332035,-0.637673004,0,0,0,0,0,0,0
Ctr9,0.04150488,-0.585554787,0.020508192,-0.302581763,-0.259700008,0.276147816,0,0,0,-0.071588089,0.024764302,-0.093026329
Aldh5a1,0.315564658,0,-0.147089462,1.208730951,1.222315047,0,0,0,0,0.505056092,0.712950825,0.697463438
Gm5148,0.172195167,0,0.165745115,1.65754755,0.895455445,0,0.602973827,0,0,0.78867502,0.311187521,0.944026671
Sema7a,0.671046411,0.311604824,0.951749018,0.567517479,0.496748969,0,0,0,0,0.611217958,0.304136082,0.788711257
Myof,0.677557657,0.635391648,0.469202757,0.631649184,0.531106595,0,0.215244652,0,0.299211101,0,0,0
Crebl2,0.030548726,0,0.460415083,0.528795914,0.564105584,0.002756572,0.085112855,0,0,0.202371127,-0.466744712,0.528400476
Farp1,0.487318154,0.007342305,0.048819326,0.80790958,0.383227217,0,0,0,0,-0.139255107,0.208757342,1.207290008
Kcnk6,0.601656617,0,0.393634108,1.266714452,1.012291451,0,0,0,0,0.475057379,-1.003807912,1.031707159
Cited2,0.158251943,1.212206436,0.350326908,0.567267041,0.405146835,0,0,0,0.29163471,0.632687974,-0.410178041,0.743902789
Sbf2,0.469469041,0.113545361,0.273377856,0.341309545,0.142441428,0,9.00E-05,0,0,0.406558818,-0.386519523,0.793210091
Cdc6,-0.424577829,0.080534533,-0.050781537,-1.175382257,-0.525460372,0,0,0,0,-0.537697713,-0.096742727,-0.699001778
Cit,-0.41787823,-1.343792544,-0.183998363,-0.466353017,-0.445805094,0,0,0,0,-0.565343526,-0.492091206,-0.943213686
Ddx39,-0.07783217,-0.501450849,-0.657981095,-0.575337276,-0.38722158,0,0.459991764,0.001291935,-0.2744175,-0.318635654,0.100091364,-0.395919649
Hpgd,0.022513422,0.008622781,0,-1.057964318,-0.806213929,0,0,0,0,1.142771521,-1.455012503,-0.052583783
Rarb,1.145163776,0.091777158,0.271771543,2.448412975,2.156591818,0.041650926,0,0,0,0,0,0
Ubtf,-0.127937175,-0.345023483,0.101694243,-0.666646444,-0.714568718,0,0,0,0,-0.018520449,0.124010348,-0.302508599
Dcaf12l1,0.200202634,0,-0.082675768,0.477296705,0.258082997,0.070989701,0.003204317,0,0,0.484092107,0.363380236,0.775028839
Cldn5,0.915713194,-0.030528322,0.33659835,3.636886151,2.604187662,0,0.144538165,0,0.88359925,0,0,0
Ptgfrn,-0.018407945,0.003355695,0.112202613,1.033066404,0.899092538,0,0,0,0,0.219378772,1.657527856,1.85897906
Mthfd2,-0.164320467,0.033055548,-0.565307477,-1.329338527,-0.533612908,0,0,0,0,-1.148521802,-0.747924999,-0.550653108
Gpld1,0.254943618,0.138162463,0.0983887,1.150834232,1.030513348,0,0,0,0,0,0,0
Zcchc14,0.297524482,0.2983226,0.141582072,0.447171864,0.313799724,0,0,0,0,0.084186626,0.715568147,0.569291796
Gm3579,0,0.007442471,0,-1.937288574,-1.571129304,0,0,0,0,0,0,0
Epb41l3,-0.438852258,-0.005090188,-0.755962237,-0.541316619,-0.593197018,0,0,0,0,0,0,0
Kmt5a,-0.358560285,-0.314306716,-0.0529827,-0.441415108,-0.143721658,0,0,0,0,-0.445636283,-0.391877347,-0.44674948
Prune2,0.262364517,0,-0.164241575,0.658196283,0.508075688,0.004772393,0.578382221,0,0.514400979,0,0,0
Ipcef1,-0.678133278,0,-0.200836913,-0.450268278,-0.374936263,0,0,0,0,-0.126383066,-0.46901162,-0.910431732
Serinc1,0.121863858,1.577988108,0.088568149,0.711010245,0.180274637,0,0.407739516,0,0,0.25924021,0.318020571,0.500922235
A030001D16Rik,0,0,0,-1.500604519,-1.673127121,0,0,0,0,0,0,0
Rasgrf2,0.22319525,0.017031943,-0.044694486,0.483217478,0.003394804,0,0,0,0,0.427270739,0,2.249456422
Aqp9,0.439947011,0.465943249,-0.048179296,1.105627702,0.4953369,0,0,0,0,0.5532948,0.414296995,0.558448831
Ets1,0.602838699,0.470995409,0.233489497,0.550078055,0.460294799,0.000179919,0,0,0.302204297,0,0,0
Tmtc2,0.73939858,0,-0.180831538,0.719073451,0.684684154,0,0,0,0,0.140406218,-0.178669172,0.668966647
Nr3c2,0.163677824,0,0.089509966,1.565541617,0.481363771,0,0,0,0,0.467297119,0.113497532,0.479391426
Myom1,0.65372664,0.762367149,0.434667507,1.530302838,1.290340608,0,0,0,0,0,0,0
Ypel2,0.483450336,0,0.030426668,0.824449559,0.642236384,0,0,0,0,0,0,0
Abca5,0.252127222,0,0.150400288,0.511298341,0.259355395,0.746215059,0,0,0,0.110130346,0.395271904,0.532884336
Cited4,0.246180219,-0.202784962,0.185289695,0.323270645,0.232430848,0,0,0,0,0.541348886,1.450806483,1.198291671
Aph1b,0.010661182,0,0.287223618,0.80567284,0.387063075,0,0,0,0.262641993,0.607468825,0.500496129,0.942517217
Fabp4,0.049987875,-0.229478212,-0.328011933,-0.608419198,0.283995527,0,0,0,0,0.005953146,0.165431937,-1.417215877
Exo1,-0.36621736,-0.356855154,-0.025898701,-0.90557329,-0.322061856,0.052714943,0,0,0,-0.281852292,-0.01972037,-0.593587632
Rnf150,0.332917862,0,0.381903169,1.140544901,1.199076467,0,0,0,0,0.336235863,0.872075764,0.766730966
Rnf157,-0.32593321,0.227484704,-0.183224219,-0.37206437,-0.139226595,0,0,0,0,0.064399477,0.322510978,-0.465137762
Rpa2,-0.2992743,-0.166949046,-0.26343666,-0.754375699,-0.470016407,0,0,0,-0.302774681,-0.553674818,0.093932654,-0.36963958
Gm15663,0,0,0,0.727939201,0.55434797,0,0,0,0,0.656824731,0.204106558,0.899707272
Umps,-0.352643638,0.028351998,-0.534862636,-0.434479774,-0.36208946,0.00282706,0,1.03E-05,0,-0.350913882,-0.13856013,-0.380060739
Tcf19,-0.468605524,-3.546419863,-0.311334147,-0.726971788,-0.463467782,0,0,0,0,-1.26375223,0.273391665,-0.576395144
Atp9a,0.13659521,-0.060884803,-0.040663756,0.333291977,0.233701199,0,0,0,0,0.265200831,-0.117289047,0.830727335
Csgalnact2,0.078199054,1.273259906,0.382993167,0.609204978,0.296703699,0,0.365139899,0,0,0.403030136,0.084805414,0.548920528
Rbm11,-0.02908391,0,-0.697056676,1.1120448,0.518902539,0,0,0,0,-0.347140959,-0.144291285,0.753267768
Ptger3,0.299106632,1.28810632,-0.008818456,0.305880847,0.489442193,1.80E-05,0,0,0,0.295341215,0.227971838,0.608208946
Ubqln2,0.371725683,0.306428692,0.290960486,0.250050771,0.0627822,0,0,0,0,0.475058622,-0.169391965,0.440233454
Arhgap15,-0.547972982,0,-0.274092541,-0.531661517,-0.469692269,0.002535663,0.134289558,8.72E-05,-0.32057658,-0.388160781,-0.293988402,-0.444184514
Dusp4,0.947201324,0,-0.197011886,1.04875696,0.983979442,0,0,0,0,0.367429924,0.31731992,0.426824023
Cenpa,-0.388529615,-1.391579851,-0.444994225,-0.696144947,-0.437213678,0,0.001743293,0,0,-0.473559283,0.274197111,-0.465097529
Ints6,0.12983293,0.358178835,0.312145734,0.203675224,0.564149513,0.820539366,0.964787655,0,0,0,0,0
Mcm2,-0.278762569,-0.343801014,-0.445007531,-0.713697587,-0.482106891,0,0.006568154,5.41E-05,-0.432943908,-0.514808854,-0.017047371,-0.519059326
Arhgap5,0.432827849,1.226773225,0.036905064,0.439230719,0.361195154,0.025864808,0.571032559,0,0,0.088807198,0.082441896,0.695153631
Gulp1,0.153742262,0,-0.44728933,0.23120116,0.129529998,0,0,0,0,0.254443219,0.362665782,0.593347253
Slc16a12,0.57445031,0,-0.143901811,0.851616897,1.730866176,0,0,0,0,0,0,0
Efhd1,0.000125199,0.232072014,0.22718541,0.930600721,0.648954578,0,0,0,0,-0.465893648,0.451598014,1.250186463
St3gal1,0.320805329,0.769131594,0.411837962,0.6109895,0.51472524,0.133182306,0.293826682,0.028274841,0.414321835,0,0,0
Enkur,0.631049047,0,0.464217475,1.460184494,1.258228849,0,0,0,0,0.876527164,1.298497877,1.241306326
Gna15,-0.239512199,0.06684329,-0.820719439,-0.891698159,-0.689742222,0,0,0,0,-0.545563183,-0.208872435,-0.569671873
Eps8,0.022375615,0.735497071,0.481672987,0.758663684,0.462972221,0,0.387907199,0,0,0.605502001,-0.235695557,0.436963068
Epas1,0.67117064,-0.138607135,0.386503942,0.858321187,0.834133298,0,0,0,0,0,0,0
Pign,0.195572946,-0.000536457,0,0.314145219,0.293152946,0.261451836,0.769922231,0,0,0.402516538,0.331798234,0.589193675
Slc25a24,0.232839554,-0.007677645,-0.031049945,0.49165169,0.047558685,0,0,0,0,-0.096080414,0.184022686,0.451729519
Ppm1e,0.179179445,0,0.075667097,0.937283112,1.306512798,0,0,0,0,0.303484452,1.487875324,0.867935448
Phka1,0.326403726,-0.02719752,0.165759286,0.856722379,0.549783556,0,0,0,0,0.523335616,0.244126081,0.441428975
Rad51,-0.248096134,-0.206583643,-0.657894898,-1.092772756,-0.379706011,0,0,0,0,-0.319570616,0.052893369,-0.429304013
Marveld2,0.19275334,1.256837689,0.134281358,0.680224502,0.715288346,0,0,0,0,0,0,0
Lbp,0.018409374,-0.08079031,0.008718291,0.48933978,0.152483671,0.024462085,0,0,0,0.170326413,0.139746406,0.533670088
Hoxb6,0.838286766,-0.004872891,0.250182165,1.325748092,1.606164686,0,0,0,0,0.972733165,1.301935051,0.826635187
Slc30a4,0.139249405,0.766387582,-0.327478044,0.641403253,0.269859619,0,0,0,0,0.37780905,-0.498830685,0.82527516
Cdcp1,0.496230385,1.390097355,0.267615839,0.760554944,0.756520284,0,0,0,0,0.317143716,0.386971177,0.510815235
Bbof1,0.388610556,0,0.015708824,0.848847945,1.361489423,0,0,0,0,0,0,0
Cdca5,-0.771262164,-0.087154346,-0.453390298,-1.324241631,-0.747422185,0,0,0,0,-0.252119151,0.160509737,-0.470627608
Ptges,0.205276372,-0.255539348,-0.168497853,0.720314446,0.061552331,0,0.000106885,0,0,-0.472653481,-0.343694239,0.80771439
Myct1,0.37655635,1.288194704,-0.017159736,0.657986206,0.360739739,0.001228168,0,0,0.354522615,0.053724218,0.313688598,0.547507448
Irak3,0.119047831,0,0.466240754,0.54003104,0.357082404,0,0,0,0,0.355378931,0.299560909,0.445260047
C1qa,-0.088052628,-0.53199054,-0.024004225,-1.068005285,-0.138020462,0,0,0,0,-0.004502385,-1.009193587,-1.050722344
Hmgn3,0.335785121,0.173515173,-0.042153026,0.438228392,0.384312219,0.089124982,0,0,0,0.247056956,0.500677643,0.507974866
Tcp11l2,0.449201825,0,-0.026261862,0.787312185,0.461429773,0.053216154,0,0,0,0.403749512,0.317663052,0.616707352
Camk2n1,-0.021910293,0,-0.105288131,0.800887839,0.0601733,0,0,0,0,-0.04980228,0.53075625,1.449874524
Entpd5,-0.002495665,0.283413683,0.005114351,0.437011746,0.134329876,0.03488878,0,0,0,-0.086019794,0.26224584,0.451605255
Fhod1,-0.281305609,0,0.046446477,-0.59156994,-0.06279717,0,0,0,0,-0.103618207,-0.23928832,-0.565883188
Ezh2,-0.406364039,-0.190757216,-0.278218515,-0.969788147,-0.528971457,0,0,0,0,-0.451362577,-0.223445438,-0.605233137
Alox12,0.37046433,0.017472103,-0.102866999,0.305246092,0.119584808,0,0,0,-0.766527975,-0.127452841,1.184522172,0.977247133
Gm3470,0,0,0,0,0,0,0,0,0,0.374173373,1.354892864,1.181558139
Sdc4,0.150106507,0.512320596,0.503150523,0.774880763,0.700073522,0.000113046,0,0,0.320029996,0.529158922,0.521044991,1.163708322
Siae,0.182557935,1.168540476,0.0478473,0.437976822,0.12425992,0.243709296,0.668301403,0,0,0.218544451,0.353845676,0.407071801
